condition,class_name,seed,pool,n_cal,n_pool,n_target_total,c_low,kappa,ratio,alpha,rho,raw_median,raw_max,weight_p_test,lam,feasible,region_fnr,marked_area_fraction,weight_sum,weight_ess,frac_at_floor,weight_median,weight_max
snow,rider,24,class,124,38,500,0.05,5.0,100.0,0.2,0.5,0.00026108039310202,0.005877370946109295,0.44642850300488257,1.0,False,0.0,1.0,6.2000017166137695,124.00006771088545,1.0,0.05000000074505806,0.05000000074505806
snow,rider,24,class,124,38,500,0.05,20.0,400.0,0.05,0.5,0.00026108039310202,0.005877370946109295,0.7633587286109884,1.0,False,0.0,1.0,6.2000017166137695,124.00006771088545,1.0,0.05000000074505806,0.05000000074505806
snow,rider,24,class,124,38,500,0.05,20.0,400.0,0.1,0.5,0.00026108039310202,0.005877370946109295,0.7633587286109884,1.0,False,0.0,1.0,6.2000017166137695,124.00006771088545,1.0,0.05000000074505806,0.05000000074505806
snow,rider,24,class,124,38,500,0.05,20.0,400.0,0.2,0.5,0.00026108039310202,0.005877370946109295,0.7633587286109884,1.0,False,0.0,1.0,6.2000017166137695,124.00006771088545,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,all,180,500,500,0.05,2.0,40.0,0.05,0.5,1.222838727699127e-05,0.0010276136454194784,0.1818181502917636,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,all,180,500,500,0.05,2.0,40.0,0.1,0.5,1.222838727699127e-05,0.0010276136454194784,0.1818181502917636,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,all,180,500,500,0.05,2.0,40.0,0.2,0.5,1.222838727699127e-05,0.0010276136454194784,0.1818181502917636,0.9999202005312732,True,0.16187188339087075,0.047123029828071594,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,all,180,500,500,0.05,5.0,100.0,0.05,0.5,1.222838727699127e-05,0.0010276136454194784,0.3571428084860109,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,all,180,500,500,0.05,5.0,100.0,0.1,0.5,1.222838727699127e-05,0.0010276136454194784,0.3571428084860109,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,all,180,500,500,0.05,5.0,100.0,0.2,0.5,1.222838727699127e-05,0.0010276136454194784,0.3571428084860109,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,all,180,500,500,0.05,20.0,400.0,0.05,0.5,1.222838727699127e-05,0.0010276136454194784,0.6896551270547323,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,all,180,500,500,0.05,20.0,400.0,0.1,0.5,1.222838727699127e-05,0.0010276136454194784,0.6896551270547323,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,all,180,500,500,0.05,20.0,400.0,0.2,0.5,1.222838727699127e-05,0.0010276136454194784,0.6896551270547323,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,class,180,79,500,0.05,2.0,40.0,0.05,0.5,0.00032669631764292717,0.007065286859869957,0.1818181502917636,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,class,180,79,500,0.05,2.0,40.0,0.1,0.5,0.00032669631764292717,0.007065286859869957,0.1818181502917636,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,class,180,79,500,0.05,2.0,40.0,0.2,0.5,0.00032669631764292717,0.007065286859869957,0.1818181502917636,0.9999202005312732,True,0.16187188339087075,0.047123029828071594,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,class,180,79,500,0.05,5.0,100.0,0.05,0.5,0.00032669631764292717,0.007065286859869957,0.3571428084860109,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,class,180,79,500,0.05,5.0,100.0,0.1,0.5,0.00032669631764292717,0.007065286859869957,0.3571428084860109,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,class,180,79,500,0.05,5.0,100.0,0.2,0.5,0.00032669631764292717,0.007065286859869957,0.3571428084860109,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,class,180,79,500,0.05,20.0,400.0,0.05,0.5,0.00032669631764292717,0.007065286859869957,0.6896551270547323,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,class,180,79,500,0.05,20.0,400.0,0.1,0.5,0.00032669631764292717,0.007065286859869957,0.6896551270547323,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,0,class,180,79,500,0.05,20.0,400.0,0.2,0.5,0.00032669631764292717,0.007065286859869957,0.6896551270547323,1.0,False,0.0,1.0,9.000001907348633,180.00008106232713,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,all,191,500,500,0.05,2.0,40.0,0.05,0.5,2.2342674128594808e-05,0.0010413278359919786,0.17316012740755224,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,all,191,500,500,0.05,2.0,40.0,0.1,0.5,2.2342674128594808e-05,0.0010413278359919786,0.17316012740755224,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,all,191,500,500,0.05,2.0,40.0,0.2,0.5,2.2342674128594808e-05,0.0010413278359919786,0.17316012740755224,0.9999156665242236,True,0.16187188339087075,0.04631357640028,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,all,191,500,500,0.05,5.0,100.0,0.05,0.5,2.2342674128594808e-05,0.0010413278359919786,0.3436425396072986,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,all,191,500,500,0.05,5.0,100.0,0.1,0.5,2.2342674128594808e-05,0.0010413278359919786,0.3436425396072986,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,all,191,500,500,0.05,5.0,100.0,0.2,0.5,2.2342674128594808e-05,0.0010413278359919786,0.3436425396072986,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,all,191,500,500,0.05,20.0,400.0,0.05,0.5,2.2342674128594808e-05,0.0010413278359919786,0.6768188810325784,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,all,191,500,500,0.05,20.0,400.0,0.1,0.5,2.2342674128594808e-05,0.0010413278359919786,0.6768188810325784,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,all,191,500,500,0.05,20.0,400.0,0.2,0.5,2.2342674128594808e-05,0.0010413278359919786,0.6768188810325784,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,class,191,79,500,0.05,2.0,40.0,0.05,0.5,0.00022661889670416713,0.006286920979619026,0.17316012740755224,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,class,191,79,500,0.05,2.0,40.0,0.1,0.5,0.00022661889670416713,0.006286920979619026,0.17316012740755224,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,class,191,79,500,0.05,2.0,40.0,0.2,0.5,0.00022661889670416713,0.006286920979619026,0.17316012740755224,0.9999156665242236,True,0.16187188339087075,0.04631357640028,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,class,191,79,500,0.05,5.0,100.0,0.05,0.5,0.00022661889670416713,0.006286920979619026,0.3436425396072986,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,class,191,79,500,0.05,5.0,100.0,0.1,0.5,0.00022661889670416713,0.006286920979619026,0.3436425396072986,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,class,191,79,500,0.05,5.0,100.0,0.2,0.5,0.00022661889670416713,0.006286920979619026,0.3436425396072986,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,class,191,79,500,0.05,20.0,400.0,0.05,0.5,0.00022661889670416713,0.006286920979619026,0.6768188810325784,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,class,191,79,500,0.05,20.0,400.0,0.1,0.5,0.00022661889670416713,0.006286920979619026,0.6768188810325784,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,1,class,191,79,500,0.05,20.0,400.0,0.2,0.5,0.00022661889670416713,0.006286920979619026,0.6768188810325784,1.0,False,0.0,1.0,9.550003051757812,191.0001254081943,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,all,172,500,500,0.05,2.0,40.0,0.05,0.5,1.6743553715059534e-05,0.0014966193120926619,0.18867920454222384,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,all,172,500,500,0.05,2.0,40.0,0.1,0.5,1.6743553715059534e-05,0.0014966193120926619,0.18867920454222384,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,all,172,500,500,0.05,2.0,40.0,0.2,0.5,1.6743553715059534e-05,0.0014966193120926619,0.18867920454222384,0.9999822989104168,True,0.10893747602608361,0.0729595348238945,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,all,172,500,500,0.05,5.0,100.0,0.05,0.5,1.6743553715059534e-05,0.0014966193120926619,0.36764699695020614,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,all,172,500,500,0.05,5.0,100.0,0.1,0.5,1.6743553715059534e-05,0.0014966193120926619,0.36764699695020614,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,all,172,500,500,0.05,5.0,100.0,0.2,0.5,1.6743553715059534e-05,0.0014966193120926619,0.36764699695020614,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,all,172,500,500,0.05,20.0,400.0,0.05,0.5,1.6743553715059534e-05,0.0014966193120926619,0.6993006433366381,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,all,172,500,500,0.05,20.0,400.0,0.1,0.5,1.6743553715059534e-05,0.0014966193120926619,0.6993006433366381,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,all,172,500,500,0.05,20.0,400.0,0.2,0.5,1.6743553715059534e-05,0.0014966193120926619,0.6993006433366381,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,class,172,79,500,0.05,2.0,40.0,0.05,0.5,0.0003907557111233473,0.008818406611680984,0.18867920454222384,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,class,172,79,500,0.05,2.0,40.0,0.1,0.5,0.0003907557111233473,0.008818406611680984,0.18867920454222384,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,class,172,79,500,0.05,2.0,40.0,0.2,0.5,0.0003907557111233473,0.008818406611680984,0.18867920454222384,0.9999822989104168,True,0.10893747602608361,0.0729595348238945,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,class,172,79,500,0.05,5.0,100.0,0.05,0.5,0.0003907557111233473,0.008818406611680984,0.36764699695020614,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,class,172,79,500,0.05,5.0,100.0,0.1,0.5,0.0003907557111233473,0.008818406611680984,0.36764699695020614,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,class,172,79,500,0.05,5.0,100.0,0.2,0.5,0.0003907557111233473,0.008818406611680984,0.36764699695020614,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,class,172,79,500,0.05,20.0,400.0,0.05,0.5,0.0003907557111233473,0.008818406611680984,0.6993006433366381,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,class,172,79,500,0.05,20.0,400.0,0.1,0.5,0.0003907557111233473,0.008818406611680984,0.6993006433366381,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,2,class,172,79,500,0.05,20.0,400.0,0.2,0.5,0.0003907557111233473,0.008818406611680984,0.6993006433366381,1.0,False,0.0,1.0,8.60000228881836,172.00008869172214,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,all,169,500,500,0.05,2.0,40.0,0.05,0.5,1.6375408449675888e-05,0.0010581929236650467,0.1913875458356833,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,all,169,500,500,0.05,2.0,40.0,0.1,0.5,1.6375408449675888e-05,0.0010581929236650467,0.1913875458356833,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,all,169,500,500,0.05,2.0,40.0,0.2,0.5,1.6375408449675888e-05,0.0010581929236650467,0.1913875458356833,0.9999884654674218,True,0.10893747602608361,0.08169897645711899,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,all,169,500,500,0.05,5.0,100.0,0.05,0.5,1.6375408449675888e-05,0.0010581929236650467,0.3717471908088774,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,all,169,500,500,0.05,5.0,100.0,0.1,0.5,1.6375408449675888e-05,0.0010581929236650467,0.3717471908088774,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,all,169,500,500,0.05,5.0,100.0,0.2,0.5,1.6375408449675888e-05,0.0010581929236650467,0.3717471908088774,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,all,169,500,500,0.05,20.0,400.0,0.05,0.5,1.6375408449675888e-05,0.0010581929236650467,0.7029876788633731,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,all,169,500,500,0.05,20.0,400.0,0.1,0.5,1.6375408449675888e-05,0.0010581929236650467,0.7029876788633731,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,all,169,500,500,0.05,20.0,400.0,0.2,0.5,1.6375408449675888e-05,0.0010581929236650467,0.7029876788633731,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,class,169,79,500,0.05,2.0,40.0,0.05,0.5,0.00036740367067977786,0.00620508287101984,0.1913875458356833,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,class,169,79,500,0.05,2.0,40.0,0.1,0.5,0.00036740367067977786,0.00620508287101984,0.1913875458356833,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,class,169,79,500,0.05,2.0,40.0,0.2,0.5,0.00036740367067977786,0.00620508287101984,0.1913875458356833,0.9999884654674218,True,0.10893747602608361,0.08169897645711899,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,class,169,79,500,0.05,5.0,100.0,0.05,0.5,0.00036740367067977786,0.00620508287101984,0.3717471908088774,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,class,169,79,500,0.05,5.0,100.0,0.1,0.5,0.00036740367067977786,0.00620508287101984,0.3717471908088774,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,class,169,79,500,0.05,5.0,100.0,0.2,0.5,0.00036740367067977786,0.00620508287101984,0.3717471908088774,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,class,169,79,500,0.05,20.0,400.0,0.05,0.5,0.00036740367067977786,0.00620508287101984,0.7029876788633731,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,class,169,79,500,0.05,20.0,400.0,0.1,0.5,0.00036740367067977786,0.00620508287101984,0.7029876788633731,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,3,class,169,79,500,0.05,20.0,400.0,0.2,0.5,0.00036740367067977786,0.00620508287101984,0.7029876788633731,1.0,False,0.0,1.0,8.450000762939453,169.00002479553277,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,all,170,500,500,0.05,2.0,40.0,0.05,0.5,3.176255995640531e-05,0.0013921000063419342,0.19047615587576805,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,all,170,500,500,0.05,2.0,40.0,0.1,0.5,3.176255995640531e-05,0.0013921000063419342,0.19047615587576805,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,all,170,500,500,0.05,2.0,40.0,0.2,0.5,3.176255995640531e-05,0.0013921000063419342,0.19047615587576805,0.9999839305874698,True,0.10893747602608361,0.07485882937908173,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,all,170,500,500,0.05,5.0,100.0,0.05,0.5,3.176255995640531e-05,0.0013921000063419342,0.3703703180425689,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,all,170,500,500,0.05,5.0,100.0,0.1,0.5,3.176255995640531e-05,0.0013921000063419342,0.3703703180425689,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,all,170,500,500,0.05,5.0,100.0,0.2,0.5,3.176255995640531e-05,0.0013921000063419342,0.3703703180425689,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,all,170,500,500,0.05,20.0,400.0,0.05,0.5,3.176255995640531e-05,0.0013921000063419342,0.7017543390003446,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,all,170,500,500,0.05,20.0,400.0,0.1,0.5,3.176255995640531e-05,0.0013921000063419342,0.7017543390003446,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,all,170,500,500,0.05,20.0,400.0,0.2,0.5,3.176255995640531e-05,0.0013921000063419342,0.7017543390003446,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,class,170,79,500,0.05,2.0,40.0,0.05,0.5,0.00033610768150538206,0.005923813208937645,0.19047615587576805,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,class,170,79,500,0.05,2.0,40.0,0.1,0.5,0.00033610768150538206,0.005923813208937645,0.19047615587576805,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,class,170,79,500,0.05,2.0,40.0,0.2,0.5,0.00033610768150538206,0.005923813208937645,0.19047615587576805,0.9999839305874698,True,0.10893747602608361,0.07485882937908173,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,class,170,79,500,0.05,5.0,100.0,0.05,0.5,0.00033610768150538206,0.005923813208937645,0.3703703180425689,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,class,170,79,500,0.05,5.0,100.0,0.1,0.5,0.00033610768150538206,0.005923813208937645,0.3703703180425689,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,class,170,79,500,0.05,5.0,100.0,0.2,0.5,0.00033610768150538206,0.005923813208937645,0.3703703180425689,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,class,170,79,500,0.05,20.0,400.0,0.05,0.5,0.00033610768150538206,0.005923813208937645,0.7017543390003446,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,class,170,79,500,0.05,20.0,400.0,0.1,0.5,0.00033610768150538206,0.005923813208937645,0.7017543390003446,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,4,class,170,79,500,0.05,20.0,400.0,0.2,0.5,0.00033610768150538206,0.005923813208937645,0.7017543390003446,1.0,False,0.0,1.0,8.500001907348633,170.0000715255803,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,all,173,500,500,0.05,2.0,40.0,0.05,0.5,3.2982345146592706e-05,0.0015702728414908051,0.18779340032394476,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,all,173,500,500,0.05,2.0,40.0,0.1,0.5,3.2982345146592706e-05,0.0015702728414908051,0.18779340032394476,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,all,173,500,500,0.05,2.0,40.0,0.2,0.5,3.2982345146592706e-05,0.0015702728414908051,0.18779340032394476,0.9999839305874698,True,0.10893747602608361,0.07485882937908173,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,all,173,500,500,0.05,5.0,100.0,0.05,0.5,3.2982345146592706e-05,0.0015702728414908051,0.36630032535311796,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,all,173,500,500,0.05,5.0,100.0,0.1,0.5,3.2982345146592706e-05,0.0015702728414908051,0.36630032535311796,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,all,173,500,500,0.05,5.0,100.0,0.2,0.5,3.2982345146592706e-05,0.0015702728414908051,0.36630032535311796,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,all,173,500,500,0.05,20.0,400.0,0.05,0.5,3.2982345146592706e-05,0.0015702728414908051,0.6980802420528476,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,all,173,500,500,0.05,20.0,400.0,0.1,0.5,3.2982345146592706e-05,0.0015702728414908051,0.6980802420528476,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,all,173,500,500,0.05,20.0,400.0,0.2,0.5,3.2982345146592706e-05,0.0015702728414908051,0.6980802420528476,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,class,173,79,500,0.05,2.0,40.0,0.05,0.5,0.0003628321865107864,0.008454049937427044,0.18779340032394476,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,class,173,79,500,0.05,2.0,40.0,0.1,0.5,0.0003628321865107864,0.008454049937427044,0.18779340032394476,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,class,173,79,500,0.05,2.0,40.0,0.2,0.5,0.0003628321865107864,0.008454049937427044,0.18779340032394476,0.9999839305874698,True,0.10893747602608361,0.07485882937908173,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,class,173,79,500,0.05,5.0,100.0,0.05,0.5,0.0003628321865107864,0.008454049937427044,0.36630032535311796,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,class,173,79,500,0.05,5.0,100.0,0.1,0.5,0.0003628321865107864,0.008454049937427044,0.36630032535311796,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,class,173,79,500,0.05,5.0,100.0,0.2,0.5,0.0003628321865107864,0.008454049937427044,0.36630032535311796,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,class,173,79,500,0.05,20.0,400.0,0.05,0.5,0.0003628321865107864,0.008454049937427044,0.6980802420528476,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,class,173,79,500,0.05,20.0,400.0,0.1,0.5,0.0003628321865107864,0.008454049937427044,0.6980802420528476,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,5,class,173,79,500,0.05,20.0,400.0,0.2,0.5,0.0003628321865107864,0.008454049937427044,0.6980802420528476,1.0,False,0.0,1.0,8.650001525878906,173.00005912781234,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,6,all,163,500,500,0.05,2.0,40.0,0.05,0.5,1.68314636539435e-05,0.0012262382078915834,0.19704430535312817,1.0,False,0.0,1.0,8.150001525878906,163.0000615119993,1.0,0.05000000074505806,0.05000000074505806
snow,bicycle,6,all,163,500,500,0.05,2.0,40.0,0.1,0.5,1.68314636539435e-05,0.0012262382078915834,0.19704430535312817,1.0,False,0.0,1.0,8.150001525878906,163.0000615119993,1.0,0.05000000074505806,0.05000000074505806
